sabinsid,metro,state,metname,leaid,name,regclosed
"2200300005204",43340,"LA","Shreveport-Bossier City, LA",2200300,"CADDO PARISH",0
"2200300005304",43340,"LA","Shreveport-Bossier City, LA",2200300,"CADDO PARISH",0
"2200300005504",43340,"LA","Shreveport-Bossier City, LA",2200300,"CADDO PARISH",0
"2200300005604",43340,"LA","Shreveport-Bossier City, LA",2200300,"CADDO PARISH",0
"2200300005904",43340,"LA","Shreveport-Bossier City, LA",2200300,"CADDO PARISH",0
"2200330000104",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330000504",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",1
"2200330000604",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330000704",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",1
"2200330000904",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330001404",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330001804",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330001904",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330002204",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330002504",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330002604",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330002704",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330002804",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330002904",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330003204",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330003304",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330003504",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330003804",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330003904",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330004004",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330004104",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330004704",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330004804",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330004904",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330005304",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330005404",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330005504",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330005604",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330005704",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",1
"2200330006204",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330006304",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330006604",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330006704",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330007104",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200330007204",29340,"LA","Lake Charles, LA",2200330,"CALCASIEU PARISH",0
"2200540000104",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540000304",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540000704",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540000804",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540000904",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540001004",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540001104",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540001204",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540001604",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540001704",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540002004",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540002104",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540002504",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540002604",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540002704",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540002804",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540002904",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540003204",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540003404",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540003804",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540003904",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540004004",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540004304",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540004404",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540004604",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540004704",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540005604",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",1
"2200540005704",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540006004",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540006404",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540007104",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540007604",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",1
"2200540007904",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",1
"2200540008204",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540008904",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540009004",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540009104",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540009204",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540009804",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540010004",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",1
"2200540010104",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540010504",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200540011004",12940,"LA","Baton Rouge, LA",2200540,"EAST BATON ROUGE PARISH",0
"2200840000104",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840000404",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840000604",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840000704",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840000804",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840001004",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840001104",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840001204",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840001504",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840001604",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840001704",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840001804",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840001904",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840002104",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840002204",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840002504",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840002704",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840002804",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",1
"2200840003004",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840003104",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840003204",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",1
"2200840003304",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840003604",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840003704",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840003804",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840004004",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840004104",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840004204",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",1
"2200840004304",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840004504",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840004604",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840005104",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",1
"2200840005404",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840005604",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840005704",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840005804",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840005904",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840006004",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840006204",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840006304",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840006504",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840006704",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840006804",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",1
"2200840006904",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840007004",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2200840007204",35380,"LA","New Orleans-Metairie-Kenner, LA",2200840,"JEFFERSON PARISH",0
"2201020000104",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020000204",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020000504",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020000704",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020001304",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020001704",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020001804",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020002104",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020002604",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020002704",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020002804",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020002904",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020003304",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020003404",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020003504",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020003904",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020004104",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020004204",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020004304",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020004404",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020004504",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201020004604",12940,"LA","Baton Rouge, LA",2201020,"LIVINGSTON PARISH",0
"2201290000104",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290000204",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290000504",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290000604",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290000704",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290000804",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290000904",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290001104",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290001204",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290001604",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290001904",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290002304",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290002404",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290002504",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290002804",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290003004",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290003404",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",1
"2201290003604",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290003804",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290004004",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290004304",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290004404",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290004604",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290004804",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290004904",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290005104",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290005204",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290005304",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290005604",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201290005904",10780,"LA","Alexandria, LA",2201290,"RAPIDES PARISH",0
"2201650000104",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650000404",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",1
"2201650000504",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650001004",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650001804",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",1
"2201650001904",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650002304",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650002604",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650003304",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650003804",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650003904",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650004204",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650004504",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650005004",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650005304",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650005604",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650005904",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650006104",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650006204",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2201650006304",35380,"LA","New Orleans-Metairie-Kenner, LA",2201650,"ST. TAMMANY PARISH",0
"2302220000104",38860,"ME","Portland-South Portland, ME",2302220,"ACTON SCHOOL DEPARTMENT",0
"2303150000304",38860,"ME","Portland-South Portland, ME",2303150,"BIDDEFORD SCHOOL DEPARTMENT",0
"2303510000304",12620,"ME","Bangor, ME",2303510,"BREWER SCHOOL DEPARTMENT",1
"2303930000104",38860,"ME","Portland-South Portland, ME",2303930,"CAPE ELIZABETH SCHOOL DEPARTMENT",0
"2305280000104",12620,"ME","Bangor, ME",2305280,"EAST MILLINOCKET SCHOOL DEPARTMENT",0
"2305670000204",38860,"ME","Portland-South Portland, ME",2305670,"FALMOUTH SCHOOL DEPARTMENT",1
"2305970000104",38860,"ME","Portland-South Portland, ME",2305970,"GEORGETOWN SCHOOL DEPARTMENT",0
"2306180000104",12620,"ME","Bangor, ME",2306180,"GREENBUSH SCHOOL DEPARTMENT",0
"2306510000104",12620,"ME","Bangor, ME",2306510,"HERMON SCHOOL DEPARTMENT",0
"2307140000204",38860,"ME","Portland-South Portland, ME",2307140,"KITTERY SCHOOL DEPARTMENT",1
"2307530000104",30340,"ME","Lewiston-Auburn, ME",2307530,"LISBON SCHOOL DEPARTMENT",0
"2308160000104",12620,"ME","Bangor, ME",2305280,"EAST MILLINOCKET SCHOOL DEPARTMENT",0
"2308250000104",12620,"ME","Bangor, ME",2308250,"MILFORD SCHOOL DEPARTMENT",0
"2308280000104",12620,"ME","Bangor, ME",2308280,"MILLINOCKET SCHOOL DEPARTMENT",0
"2309330000104",12620,"ME","Bangor, ME",2309330,"ORRINGTON SCHOOL DEPARTMENT",0
"2311220000104",12620,"ME","Bangor, ME",2311220,"RSU 30/MSAD 30",0
"2311250000104",12620,"ME","Bangor, ME",2311250,"RSU 31/MSAD 31",0
"2311400000104",30340,"ME","Lewiston-Auburn, ME",2311400,"RSU 36/MSAD 36",0
"2313490000104",38860,"ME","Portland-South Portland, ME",2313490,"WELLS-OGUNQUIT CSD",0
"2314100000204",38860,"ME","Portland-South Portland, ME",2314100,"YARMOUTH SCHOOLS",0
"2314240000304",38860,"ME","Portland-South Portland, ME",2314240,"RSU 51/MSAD 51",1
"2400060000104",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060000404",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060000504",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060000604",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060000904",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060001004",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060001104",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060001204",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060001304",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060001604",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060001704",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060001804",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060001904",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060002104",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060002204",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060002304",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060002404",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060002704",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060002804",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060002904",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060003004",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060003104",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060003404",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060003504",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060003604",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060003704",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060003804",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060003904",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060004204",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060004304",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060004404",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060004704",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060004804",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060004904",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060005004",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060005104",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060005304",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060005404",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060005504",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060005604",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060005904",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060006004",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060006104",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060006404",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060006504",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060006604",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060006704",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060006804",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060007104",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060007204",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060007304",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060007404",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
"2400060007704",12580,"MD","Baltimore-Towson, MD",2400060,"ANNE ARUNDEL COUNTY PUBLIC SCHOOLS",0
